ID,location,PropertyType,BHK,price
41621479,Ajmer Road,villa,3.0,8500
10294873,Civil Lines,apartment,3.0,45500
16423933,Jaisinghpura,villa,3.0,10000
41684547,Pratap Nagar,apartment,3.0,15000
41683485,Model Town,apartment,2.0,12500
40519353,Nh 8,apartment,2.0,9500
36886427,Patrakar Colony,residential house,2.0,11000
39480603,Himmatnagar,residential house,3.0,19000
40686507,Ajmer Road,villa,3.0,15000
19491938,Sikar Road,residential house,4.0,15000
19484687,Bani Park,residential house,8.0,110000
39882037,Jagatpura,apartment,2.0,20000
39954017,Model Town,builder floor apartment,2.0,15000
41477075,Nirman Nagar,builder floor apartment,4.0,40000
42182461,Civil Lines,apartment,4.0,40000
42321367,Vaishali Nagar,apartment,2.0,20000
39611591,Jagatpura,residential house,1.0,12500
37071819,Bani Park,apartment,3.0,21000
28565123,Nh 8,apartment,3.0,7500
39902915,Bapu Nagar,builder floor apartment,3.0,30000
40184765,Maharana Pratap Circle Road,apartment,3.0,20000
38718877,Chitrakoot,residential house,1.0,8000
37729947,Mahindra World City,apartment,3.0,11000
34126887,Vaishali Nagar,residential house,3.0,15500
39023951,Ajmer Road,apartment,2.0,9000
40353131,Patrakar Colony,apartment,3.0,13500
34009607,Ajmer Road,apartment,3.0,12000
27427341,Tonk Road,apartment,2.0,12000
42104527,Ajmer Road,apartment,2.0,7000
41936437,Mansarovar,residential house,2.0,12000
41772419,Mansarovar Extension,apartment,3.0,13000
32053963,Mansarovar Extension,apartment,3.0,25000
28564877,Nh 8,apartment,3.0,7500
41702093,Raja Park,apartment,2.0,20000
41637273,Vaishali Nagar,apartment,2.0,18000
40027399,Jagatpura,residential house,2.0,8000
32868509,Tonk Road,apartment,3.0,9000
37245581,Malviya Nagar,residential house,2.0,12000
39244657,Malviya Nagar,builder floor apartment,2.0,21000
39674573,Gokulpura,residential house,3.0,8000
42129417,Jagatpura,builder floor apartment,2.0,10000
39225647,Jawaharnagar,residential house,2.0,9000
38297421,Devi Nagar,residential house,2.0,17000
27521009,Nirman Nagar,apartment,3.0,18000
41176673,Bani Park,apartment,3.0,24000
28977345,Jagatpura,builder floor apartment,3.0,10000
35133419,Vaishali Nagar,apartment,3.0,35000
41612739,Patrakar Colony,apartment,2.0,10000
42362273,Malviya Nagar,apartment,3.0,22000
41449637,Vaishali Nagar,residential house,3.0,25000
42290527,Gandhi Path,apartment,3.0,10000
41646511,Adarsh Nagar,residential house,2.0,8500
40281313,Ram Nagar,residential house,1.0,5500
41690673,Ajmer Road,residential house,1.0,8500
27274955,Mansarovar,residential house,5.0,21000
34577865,Vaishali Nagar,apartment,3.0,15000
25203519,Barkat Nagar,residential house,3.0,15000
42115339,Ambabari Colony,villa,3.0,13000
41805429,Shyam Nagar,apartment,3.0,25000
38608723,Civil Lines,residential house,3.0,28000
24763481,Ambabari Colony,apartment,3.0,14000
42034975,Jagatpura,apartment,3.0,12000
41828035,Murlipura,residential house,3.0,8500
41843821,Indira Gandhi Nagar,residential house,2.0,7000
42105465,Nirman Nagar,apartment,3.0,27000
40580405,Jagatpura,apartment,3.0,9000
41762457,Jagatpura,apartment,2.0,16000
40765455,Mahesh Nagar,residential house,2.0,12000
41724125,Jagatpura,villa,2.0,10000
14432960,Jagatpura,apartment,2.0,12000
41939923,Sitapura Industrial Area,builder floor apartment,2.0,5938
42103397,Vaishali Nagar,villa,3.0,18000
30014997,Ajmer Road,apartment,2.0,9000
19504118,Tonk Road,apartment,2.0,15000
25682311,Jagatpura,apartment,3.0,12000
36058193,Tonk Road,apartment,2.0,9000
41876715,Malviya Nagar,apartment,3.0,13000
42001091,Vaishali Nagar,residential house,2.0,11000
41891867,Vaishali Nagar,apartment,3.0,25000
41706105,Sitapura Industrial Area,villa,3.0,15000
41981667,Malviya Nagar,apartment,3.0,13000
26356005,Jagatpura,apartment,2.0,12000
41997537,Civil Lines,residential house,2.0,13000
41995383,Vasant Vihar,apartment,3.0,7000
42007147,Malviya Nagar,apartment,1.0,14000
29964663,Shyam Nagar,residential house,2.0,12500
41725735,Durgapura,penthouse,4.0,15000
16535219,Jagatpura,builder floor apartment,3.0,9900
14072249,Bapu Nagar,residential house,3.0,22000
40299671,B2 Bypass,apartment,3.0,25000
41923919,Civil Lines,residential house,3.0,30000
41854923,Mansarovar,apartment,2.0,15000
30786973,Chitrakoot,apartment,2.0,10000
42106721,Siddharth Nagar,builder floor apartment,3.0,13000
41721399,Pratap Nagar,residential house,1.0,8000
42076085,Vaishali Nagar,apartment,2.0,12000
42149529,Mansarovar,residential house,2.0,13000
27541959,Triveni,builder floor apartment,2.0,15000
42033429,Vaishali Nagar,apartment,3.0,14000
28019887,Vaishali Nagar,residential house,3.0,13000
41858491,Nirman Nagar,residential house,2.0,15000
35640739,Tilaknagar,apartment,3.0,40000
42017609,Vivek Vihar,residential house,2.0,15000
41837377,Malviya Nagar,residential house,2.0,15000
40579403,Sanganer,residential house,2.0,7500
41745961,Saraswati Nagar,residential house,2.0,8000
32988139,Mansarovar Colony,residential house,2.0,10000
41878653,22 Godam,residential house,2.0,10000
35316503,Jagatpura,apartment,2.0,11500
40628821,Sodala,residential house,1.0,7000
41820989,Vaishali Nagar,apartment,3.0,33000
41999515,Durgapura,villa,2.0,14999
29246413,Khatipura,residential house,2.0,8500
41952497,Chitrakoot,residential house,2.0,9500
42097873,Jagatpura,apartment,3.0,13500
29902409,Khatipura,residential house,1.0,6000
42217385,Vaishali Nagar,apartment,2.0,14000
41082083,Mansarovar,builder floor apartment,3.0,15000
27542183,Pratap Nagar,residential house,3.0,11500
39540029,Ajmer Road,apartment,2.0,8000
39735083,Vaishali Nagar,apartment,2.0,10000
41746341,Ajmer Road,apartment,2.0,8000
36338599,Ajmer Road,apartment,2.0,10500
42331711,Jagatpura,residential house,2.0,10000
25453063,Tonk Road,residential house,2.0,12000
40855883,Pratap Nagar,apartment,2.0,14000
41043133,Mansarovar,apartment,2.0,13000
41349563,Sodala,residential house,2.0,10000
39679315,Vaishali Nagar,apartment,2.0,12000
42309999,Vaishali Nagar,apartment,3.0,13500
41019833,Nirman Nagar,residential house,2.0,14000
42382701,Malviya Nagar,residential house,2.0,13000
28898181,Jagatpura,apartment,3.0,13000
42320679,Malviya Nagar,residential house,3.0,16000
42321869,Patrakar Colony,residential house,2.0,11000
42277767,Mansarovar,residential house,2.0,15000
39725433,Siddharth Nagar,builder floor apartment,3.0,24000
35524517,C-Scheme,apartment,3.0,28000
42298503,Jagatpura,apartment,1.0,12000
42168965,Vaishali Nagar,apartment,2.0,19500
37821505,Vaishali Nagar,apartment,2.0,13000
41022131,Gaytri Nagar,apartment,2.0,18000
42288481,Mansarovar,apartment,3.0,18000
42307963,Malviya Nagar,apartment,2.0,22000
42394685,Vaishali Nagar,apartment,3.0,25000
41608625,Vaishali Nagar,residential house,2.0,15000
42300119,Malviya Nagar,builder floor apartment,2.0,11000
38632563,Vivek Vihar,residential house,2.0,14000
41328555,22 Godam,residential house,2.0,10000
12510441,Ajmer Road,apartment,3.0,9000
38898779,C-Scheme,apartment,3.0,25000
41488869,Indira Gandhi Nagar,residential house,2.0,7500
40176485,Malviya Nagar,apartment,2.0,22000
24432975,Bapu Nagar,apartment,3.0,25000
42365989,Mansarovar,residential house,3.0,9000
40969167,Bani Park,apartment,3.0,18000
42180449,Shyam Nagar,apartment,2.0,20000
41571341,Heerapura,residential house,2.0,8000
40633271,Jawahar Lal Nehru Marg,residential house,3.0,75000
39145347,Gopal Pura By Pass,apartment,9.0,92000
42019119,Malviya Nagar,apartment,1.0,15000
14761074,Nirman Nagar,residential house,2.0,10000
42396191,Mansarovar,residential house,2.0,12500
39350393,Jagatpura,apartment,1.0,10000
42381515,Mansarovar,residential house,2.0,10000
42269539,Malviya Nagar,residential house,1.0,8000
42151193,Nirman Nagar,residential house,1.0,6000
34400553,Pratap Nagar,apartment,2.0,10000
42290523,Patrakar Colony,residential house,2.0,8500
41686989,Mansarovar,apartment,2.0,8000
32200491,Ajmer Road,residential house,1.0,6500
31195157,Tonk Road,apartment,2.0,9500
39980441,Raja Park,residential house,2.0,12500
31878893,Vaishali Nagar,residential house,1.0,6500
32027019,Bani Park,apartment,1.0,10000
27155325,Devi Nagar,residential house,2.0,9500
41583505,Mansarovar Extension,residential house,2.0,8500
41581883,New Sanganare Road,apartment,2.0,10000
41813069,Indira Gandhi Nagar,residential house,1.0,5000
40048511,Mansarovar,builder floor apartment,2.0,15000
42266327,Jagatpura,residential house,1.0,7000
42653723,Pratap Nagar,residential house,1.0,6500
27269793,Mansarovar,residential house,1.0,7300
41723879,Ajmer Road,apartment,2.0,5500
42454261,Sirsi Road,residential house,1.0,3000
30315319,Mansarovar Extension,apartment,2.0,12000
37272667,Jagatpura,residential house,1.0,6000
39943739,Civil Lines,builder floor apartment,1.0,8000
41701139,Vaishali Nagar,residential house,1.0,4500
42151771,Mansarovar Extension,builder floor apartment,2.0,10000
42479227,Jagatpura,apartment,2.0,8500
35448845,Jagatpura,apartment,2.0,7000
42343427,Mansarovar,residential house,1.0,5500
33902821,Sitapura,villa,2.0,6500
41858025,Jhotwara,builder floor apartment,3.0,6000
42367437,Mansarovar,residential house,2.0,9000
42211243,Sikar Road,residential house,2.0,6500
29612229,Malviya Nagar,residential house,2.0,10000
34265751,Bani Park,apartment,2.0,11000
42285519,Vaishali Nagar,apartment,2.0,8500
41837597,Mansarovar,residential house,2.0,8000
41737353,Pratap Nagar,apartment,1.0,3500
41621981,Vaishali Nagar,builder floor apartment,2.0,12000
42488051,Airport Road,apartment,2.0,8000
41780451,Gopalpura,residential house,2.0,10000
31333847,Vivek Vihar,residential house,1.0,7500
33546137,Raja Park,residential house,5.0,40000
42260133,Raja Park,apartment,2.0,17500
41888571,Jagatpura,residential house,2.0,8000
42123259,Mansarovar,residential house,3.0,10000
25666139,Vidyadhar Nagar,apartment,2.0,12500
28033523,Ajmer Road,apartment,2.0,7000
42643957,Sodala,residential house,2.0,9000
27122015,Bani Park,apartment,2.0,20000
28266911,Mahesh Nagar,residential house,2.0,12000
41823023,Raja Park,apartment,1.0,15000
41879785,Maruti Nagar,residential house,2.0,5500
40308205,Jawaharnagar,residential house,2.0,11000
40341879,Bani Park,apartment,2.0,12000
42371683,Vidyadhar Nagar,apartment,2.0,11000
37114383,Tilaknagar,apartment,2.0,16000
42253337,Vaishali Nagar,apartment,3.0,15000
41989889,Mahadev Nagar,residential house,1.0,4000
41986911,Vaishali Nagar,residential house,2.0,9000
41888369,Vivek Vihar,residential house,1.0,8500
41644593,Shyam Nagar,builder floor apartment,3.0,20000
42120355,Jagatpura,apartment,3.0,9000
41822233,Mahaveer Nagar,builder floor apartment,2.0,11000
42072279,Saraswati Nagar,residential house,1.0,5000
27125093,Vaishali Nagar,apartment,3.0,45000
33900427,Malviya Nagar,residential house,2.0,12000
40382739,Ajmer Road,apartment,2.0,9000
42292409,Jagatpura,apartment,1.0,9500
26797491,Murlipura,residential house,2.0,8000
42093525,Patrakar Colony,apartment,2.0,10000
26552985,Ajmer Road,penthouse,1.0,7000
41633855,Jagatpura,residential house,3.0,10000
41311919,Vaishali Nagar,builder floor apartment,2.0,10000
12252587,Gopal Pura By Pass,residential house,2.0,12000
41568049,Khatipura,residential house,2.0,7000
41761427,Mansarovar,builder floor apartment,3.0,15000
42104439,Jagatpura,apartment,3.0,10000
25055643,Mahaveer Nagar,residential house,2.0,11000
38863649,Gopal Pura By Pass,residential house,2.0,15000
41547921,Dadi Ka Phatak,residential house,3.0,7000
28845287,Chitrakoot,builder floor apartment,3.0,13000
42489361,Patrakar Colony,builder floor apartment,2.0,10000
40504523,Jhotwara,residential house,2.0,7000
29471073,Sodala,villa,1.0,7000
41774919,Hanuman Nagar,villa,4.0,40000
40622559,Bani Park,builder floor apartment,2.0,13000
42240109,Govindpura,apartment,2.0,5500
41776173,Malviya Nagar,residential house,3.0,25000
25610047,Jhotwara,apartment,2.0,9000
30145045,Mansarovar,builder floor apartment,2.0,11000
38281771,Sitapura,apartment,2.0,8500
20761716,Jagatpura,apartment,3.0,10000
41964885,Bapu Nagar,builder floor apartment,3.0,20000
42439183,Vidyadhar Nagar,residential house,1.0,6200
31818311,Gopal Pura By Pass,residential house,2.0,7500
37569139,Jagatpura,apartment,3.0,7500
42059467,Pratap Nagar,builder floor apartment,2.0,10000
33598689,Sitapura,residential house,1.0,7500
39272291,Vaishali Nagar,residential house,2.0,10000
42245395,Shyam Nagar,residential house,2.0,14000
42206325,Mansarovar,residential house,2.0,8500
37785177,Jal Mahal,residential house,1.0,4000
41549779,Vaishali Nagar,residential house,2.0,15000
34354793,Mansarovar,residential house,2.0,9000
27738333,Malviya Nagar,residential house,1.0,5000
42069917,Malviya Nagar,apartment,3.0,14000
41946513,Model Town,builder floor apartment,1.0,6000
20665271,Sodala,builder floor apartment,2.0,7000
28031805,Nirman Nagar,residential house,3.0,16000
41678123,Mahesh Nagar,residential house,3.0,14000
41683801,Mansarovar Extension,residential house,3.0,7500
20466330,Adarsh Nagar,residential house,1.0,10000
40527333,Nirman Nagar,apartment,3.0,12500
39117035,Mansarovar,builder floor apartment,1.0,5500
42136789,Pratap Nagar,residential house,2.0,6000
28872761,Ajmer Road,apartment,2.0,6632
39373549,Jhotwara,residential house,3.0,10000
41813841,Dholai,apartment,2.0,7000
41706293,Tonk Road,apartment,2.0,6000
42122939,Patrakar Colony,apartment,2.0,9000
25865303,Malviya Nagar,apartment,2.0,11000
37456765,Jhotwara,apartment,1.0,5000
41830377,Patrakar Colony,apartment,2.0,10000
42005657,Mansarovar,apartment,2.0,10000
40567937,New Sanganer Road,builder floor apartment,1.0,6500
29993345,Mansarovar Extension,apartment,2.0,14000
10071193,Vidyadhar Nagar,apartment,2.0,8500
38776571,Hathoj,apartment,2.0,5000
42033835,Malviya Nagar,residential house,2.0,8500
30123469,Malviya Nagar,residential house,2.0,10000
41842537,Mansarovar,residential house,1.0,6500
41846271,Jawaharnagar,apartment,1.0,7500
42028415,Jagatpura,apartment,2.0,9000
40594675,New Sanganer Road,residential house,1.0,6000
41845255,Ajmer Road,apartment,1.0,6000
41776065,Mansarovar,residential house,1.0,4000
18761087,Mansarovar Extension,apartment,2.0,10000
27207899,Pratap Nagar,residential house,2.0,10000
27536733,Jagatpura,apartment,2.0,10000
27824177,Malviya Nagar,apartment,2.0,13500
41907997,Mansarovar,apartment,2.0,12000
41705277,Pratap Nagar,residential house,2.0,12000
40585235,Mansarovar,residential house,2.0,12000
41950671,Tagore Nagar,residential house,1.0,6000
41919153,Mansarovar,residential house,2.0,10000
39840761,Raja Park,apartment,2.0,18000
33047019,Gandhi Path,residential house,1.0,6100
41930953,Pratap Nagar,apartment,2.0,10000
14305188,Malviya Nagar,residential house,1.0,9000
10747079,Lalkothi,residential house,2.0,22000
41852053,Shastrinagar,residential house,3.0,7000
42081939,Iscon Road,apartment,2.0,15000
37911515,Jagatpura,apartment,3.0,10000
16854478,Mansarovar,residential house,2.0,12000
41848343,New Sanganare Road,residential house,2.0,9000
41961793,Mahesh Nagar,residential house,2.0,12000
15380020,Durgapura,residential house,3.0,14000
34875375,New Sanganare Road,apartment,2.0,12000
41964795,Patrakar Colony,apartment,2.0,10000
41974841,Vaishali Nagar,residential house,2.0,9000
41792089,Adarsh Nagar,apartment,3.0,18000
40658959,Civil Lines,residential house,2.0,10500
41854781,Vaishali Nagar,apartment,1.0,5000
42058943,Malviya Nagar,residential house,2.0,12500
16405421,Bapu Nagar,apartment,2.0,21000
41706005,Gopal Pura By Pass,apartment,2.0,14000
23923073,Raja Park,residential house,2.0,12000
41879363,Jhotwara,residential house,1.0,4000
42010699,Mahesh Nagar,residential house,2.0,10000
42143115,Tonk Road,apartment,1.0,6500
39345417,Mansarovar Extension,apartment,2.0,14500
26387469,Nirman Nagar,residential house,1.0,5000
39242413,Malviya Nagar,apartment,1.0,13500
26143721,Chitrakoot,residential house,2.0,7000
42029885,Ajmer Road,apartment,2.0,6000
41964517,Mansarovar,apartment,2.0,13000
41724685,Vaishali Nagar,residential house,2.0,8500
42071471,Benar Road,residential house,3.0,6000
41873217,Gopal Pura By Pass,residential house,3.0,15000
41191963,Jagatpura,residential house,2.0,8500
33430549,Mansarovar Extension,residential house,1.0,7000
42200205,Nirman Nagar,builder floor apartment,2.0,12356
42311595,Malviya Nagar,residential house,2.0,10000
42414435,Jagatpura,residential house,3.0,8500
40968149,Malviya Nagar,apartment,3.0,15000
42435623,Gandhi Path,apartment,1.0,14000
42265481,Jagatpura,residential house,2.0,8500
15285212,Vaishali Nagar,penthouse,4.0,40000
42196029,Mansarovar,builder floor apartment,2.0,8500
42467343,Pratap Nagar,apartment,1.0,6700
11414505,Jagatpura,apartment,3.0,8000
27835585,Tonk Road,residential house,1.0,6500
42502183,Nirman Nagar,builder floor apartment,1.0,5500
42314661,Raja Park,apartment,2.0,22000
42262513,Jagatpura,apartment,2.0,8000
42390125,Malviya Nagar,residential house,2.0,11000
42510271,Vaishali Nagar,residential house,1.0,9000
24285111,Civil Lines,residential house,1.0,3000
25670079,Vaishali Nagar,apartment,3.0,9500
42310871,Bapu Nagar,residential house,2.0,11000
12374769,Vaishali Nagar,residential house,2.0,8000
39700299,Murlipura,residential house,1.0,4000
42481787,Vaishali Nagar,apartment,2.0,12000
12183166,Mansarovar,apartment,2.0,11000
42308581,Pratap Nagar,apartment,2.0,9000
18043236,Vaishali Nagar,apartment,2.0,17500
19174843,Jagatpura,residential house,3.0,12000
42473541,New Sanganer Road,residential house,2.0,10000
42168879,Ajmer Road,apartment,1.0,7000
42419063,Malviya Nagar,residential house,2.0,13000
42300039,Jagatpura,apartment,3.0,8000
42368037,Jagatpura,builder floor apartment,2.0,10000
25794735,Vaishali Nagar,apartment,2.0,10000
42567917,Narayan Vihar,apartment,1.0,6000
37891553,Pratap Nagar,apartment,3.0,12000
42395253,Shiv Shakti Nagar,residential house,1.0,7000
42464121,Nandpuri,residential house,1.0,7500
41254889,Delhi Road,residential house,2.0,5000
15929853,Malviya Nagar,apartment,3.0,30000
20858341,Pratap Nagar,residential house,2.0,10000
39787379,Gopal Pura By Pass,apartment,2.0,17500
42450805,Malviya Nagar,residential house,2.0,15000
38952051,Raja Park,apartment,2.0,17000
23178329,Mansarovar,residential house,3.0,11000
42219271,Sheopur Road,residential house,2.0,7500
41212509,Jawaharnagar,residential house,2.0,12000
41129305,Jhotwara,residential house,3.0,9000
42349525,Chitrakoot,apartment,1.0,9000
28626817,Shyam Nagar,residential house,2.0,15000
42436547,Pratap Nagar,residential house,2.0,7000
39895561,Ajmer Road,apartment,1.0,8500
41090523,Jhotwara,residential house,2.0,7500
32007291,Mansarovar,residential house,1.0,9800
26856271,Shyam Nagar,apartment,3.0,13000
42263597,Ajmer Road,residential house,1.0,4000
17387363,Vaishali Nagar,builder floor apartment,1.0,10000
42457197,Vaishali Nagar,residential house,4.0,35000
42502011,Vaishali Nagar,apartment,3.0,10500
42448819,Ajmer Road,apartment,2.0,6500
40939317,Mansarovar Colony,apartment,2.0,8000
18829473,Mansarovar Extension,residential house,2.0,10500
18638403,Sodala,residential house,2.0,12000
42372539,Jagatpura,apartment,2.0,12800
20386182,Nirman Nagar,residential house,3.0,13500
21943471,Mansarovar,apartment,2.0,10000
42537333,Pratap Nagar,apartment,2.0,12000
42159109,Malviya Nagar,apartment,3.0,12500
42539779,Vaishali Nagar,residential house,3.0,14000
42243059,Ajmer Road,apartment,1.0,5000
42346855,Raja Park,apartment,1.0,10000
28713011,Vaishali Nagar,builder floor apartment,1.0,11000
42357623,Shivdaspura,apartment,1.0,4500
42496445,Vatika Road,builder floor apartment,1.0,6000
42366325,Niwaru Road,residential house,2.0,7000
42417013,Model Town,builder floor apartment,3.0,12000
22884199,Mansarovar,apartment,2.0,12000
42489155,Tonk Road,builder floor apartment,1.0,5000
31345989,Jagatpura,residential house,3.0,11000
39309189,Mansarovar,apartment,3.0,10000
34627321,Siddharth Nagar,residential house,2.0,9000
42543661,Vaishali Nagar,service apartment,1.0,15000
42543469,Gopal Pura By Pass,residential house,2.0,9500
31457109,Jagatpura,apartment,3.0,11000
42418993,Mansarovar Extension,apartment,2.0,14000
42410155,Vaishali Nagar,apartment,1.0,9500
42615837,Mansarovar Extension,residential house,2.0,12000
42685767,Mansarovar,residential house,2.0,8000
19313536,Vidyadhar Nagar,apartment,2.0,10000
41973809,Durgapura,residential house,1.0,9500
41349623,Choti Chopad,residential house,1.0,2500
10929231,Nirman Nagar,residential house,2.0,7500
34733691,Barkat Nagar,apartment,2.0,15000
41954423,Bapu Nagar,apartment,3.0,20000
27462155,Lalkothi,apartment,2.0,16000
38728821,Gopal Pura By Pass,residential house,3.0,17000
42600853,Sodala,residential house,2.0,8000
42697811,Nirman Nagar,residential house,1.0,7500
42676481,Mansarovar,residential house,3.0,10000
42676243,Malviya Nagar,apartment,2.0,20000
35879947,Chitrakoot,builder floor apartment,2.0,13500
42625989,Vaishali Nagar,apartment,2.0,16500
42660741,Pratap Nagar,residential house,1.0,5500
42613689,Vaishali Nagar,residential house,2.0,9000
42613731,Mansarovar,residential house,1.0,3500
42675289,Mansarovar,residential house,2.0,13000
42667211,Malviya Nagar,residential house,2.0,15000
42628457,Jagatpura,apartment,2.0,8500
42630267,Vaishali Nagar,apartment,1.0,10000
39926635,Malviya Nagar,residential house,4.0,11000
42605793,Vaishali Nagar,apartment,2.0,12000
39060951,Malviya Nagar,builder floor apartment,2.0,18000
38309369,Mansarovar,residential house,2.0,13000
32212311,Jawaharnagar,residential house,3.0,17000
35208291,Vaishali Nagar,residential house,2.0,12000
36688641,Ajmer Road,residential house,4.0,25000
39174337,Mansarovar Extension,builder floor apartment,3.0,12000
10294242,Mansarovar Colony,hostel,10.0,75000
31788559,Raja Park,apartment,4.0,28000
20661799,Sodala,residential house,2.0,7000
42750257,Malviya Nagar,residential house,1.0,8000
42701889,Murlipura,apartment,2.0,10000
16022216,Durgapura,builder floor apartment,2.0,13000
37272453,Pratap Nagar,builder floor apartment,3.0,13000
40419449,Mansarovar,residential house,2.0,12000
37845273,Vaishali Nagar,residential house,1.0,9500
41028271,Malviya Nagar,apartment,3.0,50000
10753987,Shyam Nagar,builder floor apartment,3.0,25000
34762685,Rani Sati Nagar,residential house,4.0,21000
28149947,Raja Park,hostel,2.0,7000
31516457,Vaishali Nagar,residential house,2.0,19000
41895181,Jagatpura,apartment,3.0,11000
42005667,Mansarovar,residential house,3.0,15000
41012537,Mansarovar,apartment,3.0,16000
33956065,Patrakar Colony,builder floor apartment,3.0,9000
41521779,Mansarovar,residential house,3.0,20000
32261779,Vaishali Nagar,apartment,3.0,16000
35497419,Murlipura,apartment,3.0,14000
41389975,Vaishali Nagar,residential house,3.0,15167
29268263,Shastrinagar,builder floor apartment,1.0,9000
42168807,Khatipura,residential house,2.0,8500
41511323,Ajmer Road,apartment,3.0,8000
39707937,Sez,apartment,2.0,6000
30437917,Vivek Vihar,apartment,3.0,12000
36810435,Raja Park,apartment,3.0,22000
41560373,Vaishali Nagar,apartment,3.0,13000
38004173,Ajmer Road,builder floor apartment,2.0,10000
29546785,Bani Park,builder floor apartment,2.0,22000
10508521,Vaishali Nagar,residential house,3.0,15000
40394993,Bapu Nagar,residential house,5.0,60000
40710723,Mansarovar Colony,residential house,2.0,12000
40916763,Bapu Nagar,apartment,3.0,40000
37763245,Jawaharnagar,villa,2.0,16000
41585849,Ajmer Road,residential house,2.0,8000
39395633,Model Town,residential house,3.0,15000
28418013,Durgapura,residential house,2.0,14000
40505035,Tilaknagar,apartment,3.0,24500
40980533,Malviya Nagar,residential house,2.0,15000
40784887,Jagatpura,apartment,3.0,10000
20944746,Vidyadhar Nagar,apartment,3.0,15000
41631343,Malviya Nagar,builder floor apartment,3.0,17000
41289867,Mansarovar,residential house,3.0,15000
29682965,Nandapuri Colony,residential house,2.0,9500
25539337,Janta Colony,residential house,1.0,9000
31786213,Mansarovar,residential house,2.0,15000
40578281,Mansarovar,residential house,2.0,12000
37102035,Jamnanagar,apartment,2.0,9000
14724872,Patrakar Colony,residential house,7.0,40000
28410531,Mansarovar,residential house,5.0,18000
40943197,Malviya Nagar,residential house,3.0,15500
36142655,Mansarovar,apartment,2.0,16500
33826721,Vinoba Vihar,residential house,2.0,12000
40098585,Mansarovar,residential house,1.0,5000
37651959,Raja Park,residential house,2.0,10000
26575941,Jhotwara,builder floor apartment,1.0,5500
42791229,Murlipura,residential house,1.0,6000
37664305,Malviya Nagar,apartment,3.0,12000
42771849,Tonk Road,apartment,2.0,6000
39394971,Jagatpura,residential house,2.0,10000
42819381,Mansarovar,apartment,2.0,12000
16852621,Jagatpura,apartment,2.0,10000
14615463,Mahesh Nagar,apartment,3.0,14000
42778057,Triveni,apartment,2.0,10500
32891291,Pratap Nagar,residential house,2.0,8000
42778001,Jagatpura,apartment,2.0,7500
40239095,Mansarovar,residential house,1.0,5000
20381999,Vidyadhar Nagar,residential house,2.0,7500
35298069,C-Scheme,apartment,4.0,60000
32451051,Shyam Nagar,builder floor apartment,3.0,17000
21177663,Malviya Nagar,hostel,2.0,7500
40209055,Nirman Nagar,apartment,4.0,35000
40180279,Adarsh Nagar,apartment,3.0,18000
41480865,Jaisingh Pura Khor,residential house,3.0,4000
11528891,Civil Lines,residential house,6.0,38000
26945261,Vaishali Nagar,apartment,3.0,18000
13929133,Malviya Nagar,residential house,2.0,15000
11491661,C-Scheme,residential house,10.0,300000
42242829,Jawaharnagar,residential house,3.0,12000
42041073,Ajmer Road,apartment,3.0,5000
33983265,Mansarovar,residential house,2.0,13500
42317613,Heerapura,residential house,2.0,7000
42856639,Ajmer Road,apartment,3.0,6000
14721108,Sanganer,builder floor apartment,3.0,10000
41865001,Nehrunagar,residential house,3.0,8500
42234845,Ajmer Road,villa,3.0,12000
16454265,Tonk Road,apartment,2.0,100000
35004097,Ajmer Road,apartment,3.0,8000
27923731,Ajmer Road,apartment,3.0,8000
41922295,Jaisinghpura,apartment,3.0,6200
22393735,Ajmer Road,residential house,2.0,15000
16129874,Ajmer Road,residential house,3.0,11000
41771527,Vatika Infotech City,apartment,3.0,10500
42624913,Shyam Nagar,apartment,3.0,20000
42415697,Gopal Pura By Pass,villa,10.0,6000
42320311,Mansarovar Extension,apartment,3.0,11000
11362547,Chitrakoot,apartment,2.0,25000
23114817,Panchyawala,builder floor apartment,3.0,11000
42183735,Jagatpura,apartment,3.0,10000
42912069,Malviya Nagar,apartment,3.0,12000
42921077,Mansarovar,residential house,3.0,5000
42869137,Jhotwara,residential house,1.0,4000
12159382,C-Scheme,residential house,10.0,350000
41908841,Ajmer Road,builder floor apartment,2.0,10000
13428037,Kalwar Road,residential house,3.0,10000
34247383,Omaxe City,builder floor apartment,2.0,5000
41058503,Moti Nagar,residential house,2.0,8000
14863672,Ajmer Road,apartment,3.0,6000
28034357,Mansarovar Colony,residential house,4.0,6000
27652773,Badanpura,residential house,2.0,8000
25338897,Vatika Road,builder floor apartment,3.0,6000
42298351,Pratap Nagar,builder floor apartment,4.0,5000
42852145,Bani Park,apartment,1.0,7000
42864143,Imli Phatak,apartment,3.0,7000
42227549,Kalwar Road,residential house,3.0,8000
42168933,Jagatpura,apartment,3.0,10000
42627189,Mansarovar Extension,apartment,3.0,5000
42054263,Khatipura,residential house,1.0,6000
19766396,New Sanganer Road,apartment,3.0,16000
27163887,Vaishali Nagar,apartment,2.0,12000
42334675,Bani Park,apartment,2.0,4500
41926747,Govindpura,residential house,1.0,4300
12546083,Vaishali Nagar,apartment,3.0,12000
40906771,Sodala,residential house,2.0,15000
41618801,Niwaru Road,residential house,3.0,7000
39425595,Ajmer Road,apartment,3.0,6700
24345299,Malviya Nagar,residential house,2.0,20000
41560927,Vatika Road,apartment,3.0,9500
